ds,yhat,yhat_lower,yhat_upper
2011-06-10,24753.39424911296,11773.624591006603,38652.83857951129
2011-06-12,17416.777310338326,4777.366276503319,30637.471964856086
2011-06-13,27676.62844795685,13859.298263731178,40977.62707313534
2011-06-14,30865.880263715582,17208.14237427753,44581.243762673075
2011-06-15,26539.737335242677,13256.854940180698,39363.058784536486
2011-06-16,32332.93778820732,19711.306478564376,47043.746147991755
2011-06-17,22484.43892580223,8930.705216711749,36389.79495035676
2011-06-19,14375.783317058062,296.1326068923518,27346.798257299866
2011-06-20,24317.298344879935,10265.227858584418,37733.26980888629
2011-06-21,27287.48839303977,13187.73398315365,40667.901850531336
2011-06-22,22848.743127407513,9474.337743945114,36609.242791382734
2011-06-23,28593.778204675138,15322.84542732767,41496.43916940372
2011-06-24,18828.44827777312,6497.7984135554,32186.18117946788
2011-06-26,11118.185634609483,-1119.984380235571,24384.94914892384
2011-06-27,21341.566760421854,7246.5141395510545,35437.18470992884
2011-06-28,24678.66922984814,11731.958445324472,38293.22720017901
2011-06-29,20681.452603024067,6390.898685551216,33249.92539622511
2011-06-30,26884.08260863501,13617.395329462648,40723.635495041206
2011-07-01,17644.372729715426,4396.157404547391,30624.91050606767
2011-07-03,10978.30415727058,-2074.9890486757326,24280.989202378638
2011-07-04,21668.68490438666,8398.97280005504,34816.63742396812
2011-07-05,25458.62421934504,12021.520277033238,39678.21443400468
2011-07-06,21887.956984728076,7708.991822748215,34409.001120690475
2011-07-07,28433.7300574152,14303.686974824182,42064.26097695753
2011-07-08,19510.212260867032,4484.709725106842,32829.75284415671
2011-07-10,13216.850917616823,-905.4500592191168,26350.45628901146
2011-07-11,23934.664243475418,10857.015052896106,37701.066529588505
2011-07-12,27687.15929928452,13433.005128947187,41565.219449047385
2011-07-13,24017.899336234274,10155.81678258458,37585.288686182816
2011-07-14,30363.655660593162,15946.404702631145,43067.89253385825
2011-07-15,21212.456708184425,8438.634515111122,35050.56669382979
2011-07-17,14270.188311949087,391.67768766224356,27391.64535861165
2011-07-18,24569.762479388603,11236.04433219909,37808.04019140588
2011-07-19,27901.567297134032,14659.10859416359,41461.85801815229
2011-07-20,23824.69187659555,10876.741708773718,37461.42469358351
2011-07-21,29745.014196983688,16637.83646468071,42078.9704366001
2011-07-22,20230.999025921854,5022.451700638588,33910.98468094284
2011-07-23,-6651.707459092704,-19747.948643176314,6286.377642677212
2011-07-24,12652.43638582075,-2325.0889321668124,25560.092925592184
2011-07-25,22679.95238575947,9024.442602931313,36774.16982038251
2011-07-26,25824.45084953711,12561.76818697009,39853.585332790964
2011-07-27,21652.4648983784,7577.090797672217,34917.73026158451
2011-07-28,27528.348718296013,13699.880765064394,41537.16004022356
2011-07-29,18088.159449969375,5420.212076985646,30842.063948409934
2011-07-30,-8598.692201042044,-21872.522138136806,5084.810929626228
2011-07-31,10853.568975776574,-1971.892273734278,24363.57468380245
2011-08-01,21119.8101950668,7137.432430605436,34803.492753158724
2011-08-02,24578.788016339295,11618.447803336874,38681.04903778259
2011-08-03,20787.56329071986,7148.328925645353,34723.71842296912
2011-08-04,27052.822671997394,13659.75908311775,39508.1693393668
2011-08-05,18063.36047525508,4649.13900756064,30707.11332567044
2011-08-06,-8120.7368190800635,-21409.10541218335,5222.403588464218
2011-08-07,11705.64225439077,-1878.1763257874413,25447.383764148315
2011-08-08,22347.36327991354,8511.83877984687,36812.88705691427
2011-08-09,26162.813793769885,12403.830980997993,39464.104106368824
2011-08-10,22697.09398702697,9120.966496428417,36966.13109476754
2011-08-11,29199.863977695823,14671.279347921616,43181.03618735091
2011-08-12,20416.43198627961,7846.829828569173,34226.77664885798
2011-08-13,-5595.617679209365,-18413.320239630637,7845.202437617929
2011-08-14,14197.845226692118,916.8344663573763,27970.694900661438
2011-08-15,24743.953567964556,11744.599339493589,39243.8020722648
2011-08-16,28395.22574251546,15310.690209381577,41707.989357321334
2011-08-17,24701.105810042674,10873.05979147047,38107.62317150664
2011-08-18,30871.85185255575,17677.716230794726,43782.24907040438
2011-08-19,21727.701837619774,7492.350720489555,34676.577255419514
2011-08-20,-4657.611745776947,-18323.82237662008,8180.435156039443
2011-08-21,14597.376624223738,1550.7616503516006,28701.148421010665
2011-08-22,24599.48689023695,11411.438868962894,37219.70951898025
2011-08-23,27711.35106044389,14902.614830194285,40169.369715927896
2011-08-24,23500.801240043806,10142.405040943768,37354.61553840425
2011-08-25,29150.351628921206,16172.623692305593,42716.66537249288
2011-08-26,19564.062359467098,5900.988663048588,32804.61000161173
2011-08-27,-7162.359496543413,-20360.001306420712,6352.101553922125
2011-08-28,11702.435757269815,-1319.9862178087226,25059.537255425585
2011-08-29,21424.110582097343,6979.49644017483,35695.48704839721
2011-08-30,24371.15607679447,11580.661238915929,37923.67949659852
2011-08-31,20122.211834617858,6225.661418195626,32808.97478469192
2011-09-01,25821.323913181415,13710.701306459243,39293.23352747986
2011-09-02,16442.78245813186,2797.402133759607,29608.78414693231
2011-09-03,-9911.82935455547,-23695.572197194117,4273.190785853962
2011-09-04,9320.554573145288,-3509.2976222202833,23129.099933192392
2011-09-05,19544.702115199696,6651.740513843154,33525.64691918694
2011-09-06,23114.205477049836,9797.237127861234,36312.96817097099
2011-09-07,19597.31393394911,6259.071672797816,32003.703793533114
2011-09-08,26078.564538503197,12455.75025654312,39396.65101938711
2011-09-09,17582.188626225245,3569.037149447186,31576.18827721325
2011-09-10,-7803.3152454397805,-22019.02625201232,5650.106094019842
2011-09-11,12299.743009014965,-757.2222090251169,25621.66936425546
2011-09-12,23420.501131714333,10128.553620865445,36869.33948682733
2011-09-13,27885.696392818783,14421.139743795142,41037.74338976896
2011-09-14,25244.355557863746,11460.600013196186,38793.3388429124
2011-09-15,32516.054335063374,19300.112727980595,46003.0889799609
2011-09-16,24773.052949594916,10434.715273459948,38242.24409944196
2011-09-17,92.45280292731739,-13076.161025534058,13630.593073920532
2011-09-18,20671.81274841494,7237.119877814864,34047.16480117962
2011-09-19,32173.299187923883,19434.46199015997,46663.30916339889
2011-09-20,36908.62735430404,22308.55459094073,49555.5898253625
2011-09-21,34422.279103942834,20861.407244594197,47597.840067825295
2011-09-22,41685.98192461406,28764.19980019973,54538.5717332646
2011-09-23,33839.09667704787,21072.937457345248,47380.68848103319
2011-09-24,8967.827376100578,-4893.441327431675,22413.276402267034
2011-09-25,29110.960720577208,16207.788692256809,42790.574967020286
2011-09-26,40085.319992954996,27026.71253127417,53975.82219017947
2011-09-27,44208.9013964013,30621.585220027384,57299.213602675
2011-09-28,41042.03846235125,27512.26217084482,54953.651510323245
2011-09-29,47527.54944999587,34182.627099414996,60275.01166524048
2011-09-30,38888.87208366757,25491.613125428114,52692.845214967725
2011-10-01,13235.88181838255,-649.587504449858,26821.090597081653
2011-10-02,32460.383212372104,18709.126235942553,45131.43156090108
2011-10-03,42542.57990697423,29060.647005764495,56706.848585354346
2011-10-04,45812.20991999665,32917.72535041883,58786.77470023651
2011-10-05,41847.55735920695,29401.271873112877,56189.15036684286
2011-10-06,47561.26794728266,34589.20974150271,62747.520035315654
2011-10-07,38256.32880578344,24464.760733823336,51534.469873477814
2011-10-08,12058.687900684095,-269.8232064210292,24614.615608462125
2011-10-09,30702.778090460575,18071.001736358634,45255.771801133415
2011-10-10,40319.36302375939,27372.72791428233,53885.08126186704
2011-10-11,43235.09874492351,29328.574073614458,56454.68041460541
2011-10-12,39029.874108381286,26176.791847558376,53574.67428440618
2011-10-13,44568.81479761206,30883.88909384202,58549.931737922474
2011-10-14,35216.651310453984,22260.075807637168,48005.61659041271
2011-10-15,9097.688705912284,-3727.7680885843065,22255.497309628936
2011-10-16,27771.901481081048,14702.840959090272,41462.0411878243
2011-10-17,37504.66603713877,23711.94266129533,50846.480344724725
2011-10-18,40605.21611384879,26618.534527922973,53510.317717250655
2011-10-19,36642.72204150237,23084.78958096259,49837.99780267026
2011-10-20,42424.82358010669,28926.716470538115,56187.65470497709
2011-10-21,33370.646390018395,20937.5186615998,46128.95016820239
2011-10-22,7598.294604604542,-6867.248156926897,21276.061527835463
2011-10-23,26491.59633225294,11339.085378245189,39852.434237486406
2011-10-24,36451.70769467771,22352.899904437236,49319.49960581674
2011-10-25,39774.35320980625,26334.99165933842,54199.2530827263
2011-10-26,36024.44496575271,21967.834303540396,51235.6976279222
2011-10-27,41960.86201271182,29228.166584439903,56181.16295159817
2011-10-28,33067.75900891939,21085.637751491933,47558.11668115982
2011-10-29,7469.16292090966,-6076.168060792949,20712.850412957854
2011-10-30,26385.90171072122,13223.04880442047,39921.32659314981
2011-10-31,36368.57898025959,22734.203236726844,49225.682654660304
2011-11-01,39713.08113448865,26044.216080322214,52919.33748624104
2011-11-02,35993.21803198458,23301.454069879033,49991.090867918174
2011-11-03,41931.24721267216,28144.710866628895,54885.14656005724
2011-11-04,33087.00628701922,19577.319203675437,45303.302439435014
2011-11-05,7599.194209450037,-6002.560335589445,22007.92312984977
2011-11-06,26532.126611282583,12063.755089706596,39850.657188548146
2011-11-07,36589.799764568896,22690.915143194343,50137.75279666741
2011-11-08,40069.46843292273,26533.390600829593,54330.671277761154
2011-11-09,36552.20442620327,22909.398464934802,48888.6497373236
2011-11-10,42719.15907261932,29461.73453781661,56249.47810192594
2011-11-11,34198.61117873531,21986.14945272547,48591.352151669525
2011-11-12,9134.121467019047,-3824.0274463936953,22788.198975838273
2011-11-13,28421.395186217673,15919.1095147088,42116.20288422341
2011-11-14,38903.800392026424,25673.71031147707,52122.22301845185
2011-11-15,42864.45543484344,28253.53775335224,57355.09536147252
2011-11-16,39875.20545881065,25014.26891136884,52703.53148046022
2011-11-17,46559.16930767054,32563.560058965708,60015.10923627377
2011-11-18,38596.278815686215,25797.11429086163,52185.62094631128
2011-11-19,14118.894006782444,562.4117563425325,28308.630997452467
2011-11-20,33839.35406077301,18853.69824022914,46651.8686274014
2011-11-21,44727.50604357798,31839.016306672245,59251.7688487126
2011-11-22,49041.81527801222,35331.70515213968,62991.442421249274
2011-11-23,46337.213240430094,32239.20555593805,61048.03444054153
2011-11-24,53174.30721757705,39674.71298624934,66652.22938160603
2011-11-25,45283.70080292063,31578.786110692283,59885.78958668532
2011-11-26,20789.260450540714,7120.70962111969,33319.15616938856
2011-11-27,40226.43809066807,26765.026363941764,53402.796814611494
2011-11-28,50701.78137910477,36950.554505791726,65449.188374260186
2011-11-29,54462.9241558347,41065.434327551404,67689.40878207397
2011-11-30,51065.05080711403,37931.39416077296,65592.46403295576
2011-12-01,57026.406696776685,44301.288982757134,71356.1249787556
2011-12-02,48150.93919006033,34616.839048822236,62415.76732400174
2011-12-03,22578.667578273904,8784.374940885595,35924.825136922715
2011-12-04,40694.156196234915,27793.019564723883,54499.60859985075
2011-12-05,49767.32839932454,35335.374157532504,63873.448475558995
2011-12-06,52061.62110408814,39719.26844870806,66090.69273708388
2011-12-07,47158.33123617803,33550.27478279077,60015.49321236188
2011-12-08,51557.69485843029,38396.344523863976,65137.32130687832
2011-12-09,41159.13988456772,28152.626667180513,54272.37125351888
2011-12-10,14138.094356675432,714.3237784667648,27722.177163761648
2011-12-11,30744.00850753547,15973.546709862576,44125.05394985549
2011-12-12,38421.95247876522,25809.51062962686,52597.12607601716
2011-12-13,39458.51258291395,26041.576305077215,52305.86309282982
2011-12-14,33463.70860909632,20489.098534109584,48389.515007889495
2011-12-15,36917.452106853234,22445.434504081943,49840.370725777706
2011-12-16,25807.350194751565,12707.785799906373,39127.18370807001
2011-12-17,-1667.9757222291046,-15195.797341852689,11185.048543341634
2011-12-18,14588.885880767306,1243.1100119802784,27577.94087902852
