,customer_id,Total_Orders,Total_Revenue,Average_Order_Value,Purchase_Frequency,CLV,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Churn
1696,14061.0,3,917.4300000000001,305.81,3,917.4300000000001,507,3,917.4300000000001,1,2,3,123,1
1697,14062.0,24,25604.2,1066.8416666666667,24,25604.2,10,24,25604.2,4,4,4,444,0
1698,14063.0,9,22710.2,2523.355555555556,9,22710.200000000004,438,9,22710.2,1,4,4,144,1
1699,14064.0,15,3332.42,222.16133333333335,15,3332.42,29,15,3332.42,3,4,4,344,0
1700,14065.0,3,891.02,297.00666666666666,3,891.02,389,3,891.02,1,2,2,122,1
1701,14066.0,1,152.55,152.55,1,152.55,267,1,152.55,2,1,1,211,1
1702,14067.0,2,374.7,187.35,2,374.7,64,2,374.7,3,2,2,322,0
1703,14068.0,4,1528.3700000000001,382.09250000000003,4,1528.3700000000001,320,4,1528.3700000000001,2,3,3,233,1
1704,14069.0,2,230.06,115.03,2,230.06,515,2,230.06,1,2,1,121,1
1705,14070.0,1,326.55,326.55,1,326.55,685,1,326.55,1,1,1,111,1
1706,14071.0,8,1438.82,179.8525,8,1438.82,4,8,1438.82,4,4,3,443,0
1707,14072.0,1,390.85,390.85,1,390.85,667,1,390.85,1,1,2,112,1
1708,14073.0,1,151.04,151.04,1,151.04,32,1,151.04,3,1,1,311,0
1709,14074.0,1,219.4,219.4,1,219.4,623,1,219.4,1,1,1,111,1
1710,14075.0,6,1734.87,289.145,6,1734.87,5,6,1734.87,4,3,3,433,0
1711,14076.0,1,122.47,122.47,1,122.47,129,1,122.47,2,1,1,211,1
1712,14077.0,6,615.08,102.51333333333334,6,615.08,41,6,615.08,3,3,2,332,0
1713,14078.0,9,1692.6299999999999,188.07,9,1692.6299999999999,102,9,1692.6299999999999,2,4,3,243,1
1714,14079.0,2,618.73,309.365,2,618.73,125,2,618.73,2,2,2,222,1
1715,14080.0,5,1115.68,223.13600000000002,5,1115.68,33,5,1115.68,3,3,3,333,0
1716,14081.0,10,5370.1,537.01,10,5370.1,302,10,5370.1,2,4,4,244,1
1717,14082.0,2,413.36,206.68,2,413.36,365,2,413.36,2,2,2,222,1
1718,14083.0,11,1407.26,127.93272727272728,11,1407.26,4,11,1407.26,4,4,3,443,0
1719,14084.0,1,150.5,150.5,1,150.5,512,1,150.5,1,1,1,111,1
1720,14085.0,33,10104.97,306.2112121212121,33,10104.97,2,33,10104.97,4,4,4,444,0
1721,14086.0,1,39.95,39.95,1,39.95,463,1,39.95,1,1,1,111,1
1722,14087.0,3,846.22,282.0733333333333,3,846.22,3,3,846.22,4,2,2,422,0
1723,14088.0,16,64036.8,4002.3,16,64036.8,10,16,64036.8,4,4,4,444,0
1724,14089.0,1,161.0,161.0,1,161.0,57,1,161.0,3,1,1,311,0
1725,14090.0,1,76.32000000000001,76.32000000000001,1,76.32000000000001,325,1,76.32000000000001,2,1,1,211,1
1726,14091.0,2,9530.08,4765.04,2,9530.08,654,2,9530.08,1,2,4,124,1
1727,14092.0,24,7229.45,301.2270833333333,24,7229.45,8,24,7229.45,4,4,4,444,0
1728,14093.0,1,442.85,442.85,1,442.85,12,1,442.85,4,1,2,412,0
1729,14094.0,1,335.22,335.22,1,335.22,440,1,335.22,1,1,1,111,1
1730,14095.0,1,2.95,2.95,1,2.95,723,1,2.95,1,1,1,111,1
1731,14096.0,17,65164.79,3833.2229411764706,17,65164.79,4,17,65164.79,4,4,4,444,0
1732,14097.0,2,422.86,211.43,2,422.86,481,2,422.86,1,2,2,122,1
1733,14098.0,1,147.35,147.35,1,147.35,37,1,147.35,3,1,1,311,0
1734,14099.0,20,5765.71,288.2855,20,5765.71,16,20,5765.71,4,4,4,444,0
1735,14100.0,1,194.9,194.9,1,194.9,138,1,194.9,2,1,1,211,1
1736,14101.0,13,9961.93,766.3023076923077,13,9961.93,74,13,9961.93,3,4,4,344,0
1737,14102.0,5,1360.28,272.056,5,1360.28,5,5,1360.28,4,3,3,433,0
1738,14104.0,5,771.58,154.316,5,771.58,155,5,771.58,2,3,2,232,1
1739,14105.0,5,5988.83,1197.766,5,5988.83,239,5,5988.83,2,3,4,234,1
1740,14106.0,1,214.8,214.8,1,214.8,737,1,214.8,1,1,1,111,1
1741,14107.0,11,4877.3,443.39090909090913,11,4877.3,52,11,4877.3,3,4,4,344,0
1742,14108.0,4,1044.96,261.24,4,1044.96,31,4,1044.96,3,3,3,333,0
1743,14109.0,1,144.2,144.2,1,144.2,73,1,144.2,3,1,1,311,0
1744,14110.0,33,12987.95,393.57424242424247,33,12987.95,4,33,12987.95,4,4,4,444,0
1745,14111.0,4,692.85,173.2125,4,692.85,14,4,692.85,4,3,2,432,0
1746,14112.0,13,5834.59,448.8146153846154,13,5834.59,23,13,5834.59,4,4,4,444,0
1747,14113.0,16,7092.610000000001,443.28812500000004,16,7092.610000000001,4,16,7092.610000000001,4,4,4,444,0
1748,14114.0,7,1364.09,194.86999999999998,7,1364.09,274,7,1364.09,2,4,3,243,1
1749,14115.0,2,622.67,311.335,2,622.67,502,2,622.67,1,2,2,122,1
1750,14116.0,5,1382.74,276.548,5,1382.74,20,5,1382.74,4,3,3,433,0
1751,14117.0,1,90.0,90.0,1,90.0,144,1,90.0,2,1,1,211,1
1752,14118.0,1,458.45,458.45,1,458.45,429,1,458.45,1,1,2,112,1
1753,14119.0,2,183.37,91.685,2,183.37,376,2,183.37,2,2,1,221,1
1754,14121.0,4,2780.15,695.0375,4,2780.15,4,4,2780.15,4,3,4,434,0
1755,14122.0,3,362.42,120.80666666666667,3,362.42,406,3,362.42,1,2,2,122,1
1756,14123.0,1,436.18,436.18,1,436.18,733,1,436.18,1,1,2,112,1
1757,14124.0,1,419.58,419.58,1,419.58,84,1,419.58,3,1,2,312,0
1758,14125.0,3,2740.43,913.4766666666666,3,2740.43,11,3,2740.43,4,2,4,424,0
1759,14126.0,4,1172.46,293.115,4,1172.46,8,4,1172.46,4,3,3,433,0
1760,14127.0,6,1900.0800000000002,316.68,6,1900.08,123,6,1900.0800000000002,2,3,3,233,1
1761,14128.0,3,924.21,308.07,3,924.21,61,3,924.21,3,2,3,323,0
1762,14129.0,9,2591.34,287.9266666666667,9,2591.34,2,9,2591.34,4,4,4,444,0
1763,14130.0,4,1882.67,470.6675,4,1882.67,319,4,1882.67,2,3,3,233,1
1764,14131.0,1,187.87,187.87,1,187.87,649,1,187.87,1,1,1,111,1
1765,14132.0,11,3586.03,326.00272727272727,11,3586.0299999999997,2,11,3586.03,4,4,4,444,0
1766,14133.0,4,911.14,227.785,4,911.14,130,4,911.14,2,3,3,233,1
1767,14134.0,15,11123.35,741.5566666666667,15,11123.35,383,15,11123.35,1,4,4,144,1
1768,14135.0,24,9643.92,401.83,24,9643.92,2,24,9643.92,4,4,4,444,0
1769,14136.0,5,1570.81,314.162,5,1570.81,401,5,1570.81,1,3,3,133,1
1770,14137.0,1,332.7,332.7,1,332.7,696,1,332.7,1,1,1,111,1
1771,14138.0,2,982.38,491.19,2,982.38,2,2,982.38,4,2,3,423,0
1772,14139.0,4,1086.8,271.7,4,1086.8,46,4,1086.8,3,3,3,333,0
1773,14140.0,2,935.05,467.525,2,935.05,4,2,935.05,4,2,3,423,0
1774,14141.0,4,915.13,228.7825,4,915.13,3,4,915.13,4,3,3,433,0
1775,14142.0,2,983.15,491.575,2,983.15,373,2,983.15,2,2,3,223,1
1776,14143.0,1,115.8,115.8,1,115.8,134,1,115.8,2,1,1,211,1
1777,14144.0,1,30.6,30.6,1,30.6,486,1,30.6,1,1,1,111,1
1778,14145.0,7,7600.05,1085.7214285714285,7,7600.049999999999,47,7,7600.05,3,4,4,344,0
1779,14146.0,12,9450.3,787.525,12,9450.3,9,12,9450.3,4,4,4,444,0
1780,14147.0,9,2590.2,287.79999999999995,9,2590.2,78,9,2590.2,3,4,4,344,0
1781,14148.0,2,466.29,233.145,2,466.29,234,2,466.29,2,2,2,222,1
1782,14149.0,1,446.62,446.62,1,446.62,221,1,446.62,2,1,2,212,1
1783,14150.0,2,658.64,329.32,2,658.64,36,2,658.64,3,2,2,322,0
1784,14151.0,2,679.45,339.725,2,679.45,673,2,679.45,1,2,2,122,1
1785,14152.0,7,1997.3400000000001,285.3342857142857,7,1997.3400000000001,75,7,1997.3400000000001,3,4,3,343,0
1786,14153.0,1,233.39999999999998,233.39999999999998,1,233.39999999999998,483,1,233.39999999999998,1,1,1,111,1
1787,14154.0,8,6460.7,807.5875,8,6460.7,239,8,6460.7,2,4,4,244,1
1788,14155.0,1,118.75,118.75,1,118.75,266,1,118.75,2,1,1,211,1
1789,14156.0,156,313946.37,2012.4767307692307,156,313946.37,10,156,313946.37,4,4,4,444,0
1790,14157.0,5,1002.7800000000001,200.556,5,1002.7800000000001,20,5,1002.7800000000001,4,3,3,433,0
1791,14158.0,1,507.65999999999997,507.65999999999997,1,507.65999999999997,40,1,507.65999999999997,3,1,2,312,0
1792,14159.0,20,7938.01,396.9005,20,7938.01,20,20,7938.01,4,4,4,444,0
1793,14160.0,7,8421.47,1203.0671428571427,7,8421.47,610,7,8421.47,1,4,4,144,1
1794,14161.0,7,3318.88,474.1257142857143,7,3318.88,216,7,3318.88,2,4,4,244,1
1795,14162.0,2,289.36,144.68,2,289.36,174,2,289.36,2,2,1,221,1
1796,14163.0,5,2594.62,518.924,5,2594.62,87,5,2594.62,3,3,4,334,0
1797,14164.0,2,1631.77,815.885,2,1631.77,71,2,1631.77,3,2,3,323,0
1798,14165.0,1,122.53999999999999,122.53999999999999,1,122.53999999999999,276,1,122.53999999999999,2,1,1,211,1
1799,14166.0,2,256.85,128.425,2,256.85,505,2,256.85,1,2,1,121,1
1800,14167.0,8,1296.49,162.06125,8,1296.49,39,8,1296.49,3,4,3,343,0
1801,14168.0,2,370.45,185.225,2,370.45,421,2,370.45,1,2,2,122,1
1802,14169.0,2,624.4300000000001,312.21500000000003,2,624.4300000000001,431,2,624.4300000000001,1,2,2,122,1
1803,14170.0,3,597.33,199.11,3,597.33,375,3,597.33,2,2,2,222,1
1804,14171.0,2,498.79,249.395,2,498.79,98,2,498.79,2,2,2,222,1
1805,14172.0,3,402.72,134.24,3,402.72,605,3,402.72,1,2,2,122,1
1806,14173.0,6,586.0,97.66666666666667,6,586.0,11,6,586.0,4,3,2,432,0
1807,14174.0,1,134.46,134.46,1,134.46,33,1,134.46,3,1,1,311,0
1808,14175.0,8,7678.88,959.86,8,7678.88,60,8,7678.88,3,4,4,344,0
1809,14176.0,5,916.01,183.202,5,916.01,297,5,916.01,2,3,3,233,1
1810,14177.0,13,2229.34,171.48769230769233,13,2229.34,86,13,2229.34,3,4,3,343,0
1811,14178.0,7,1620.93,231.5614285714286,7,1620.93,9,7,1620.93,4,4,3,443,0
1812,14179.0,2,719.78,359.89,2,719.78,41,2,719.78,3,2,2,322,0
1813,14180.0,33,6319.25,191.49242424242425,33,6319.25,11,33,6319.25,4,4,4,444,0
1814,14181.0,2,310.55,155.275,2,310.55,411,2,310.55,1,2,1,121,1
1815,14182.0,4,678.77,169.6925,4,678.77,444,4,678.77,1,3,2,132,1
1816,14183.0,2,286.29,143.145,2,286.29,411,2,286.29,1,2,1,121,1
1817,14184.0,1,452.89,452.89,1,452.89,67,1,452.89,3,1,2,312,0
1818,14185.0,1,197.65,197.65,1,197.65,331,1,197.65,2,1,1,211,1
1819,14186.0,5,1550.63,310.12600000000003,5,1550.63,427,5,1550.63,1,3,3,133,1
1820,14187.0,1,123.5,123.5,1,123.5,474,1,123.5,1,1,1,111,1
1821,14188.0,6,2054.36,342.3933333333334,6,2054.36,31,6,2054.36,3,3,3,333,0
1822,14189.0,16,5814.39,363.399375,16,5814.39,2,16,5814.39,4,4,4,444,0
1823,14190.0,1,79.9,79.9,1,79.9,666,1,79.9,1,1,1,111,1
1824,14191.0,15,4817.66,321.1773333333333,15,4817.66,2,15,4817.66,4,4,4,444,0
1825,14192.0,1,293.74,293.74,1,293.74,388,1,293.74,1,1,1,111,1
1826,14193.0,3,1210.19,403.3966666666667,3,1210.19,68,3,1210.19,3,2,3,323,0
1827,14194.0,36,18670.59,518.6275,36,18670.590000000004,5,36,18670.59,4,4,4,444,0
1828,14195.0,6,2615.6,435.93333333333334,6,2615.6,202,6,2615.6,2,3,4,234,1
1829,14196.0,1,335.52,335.52,1,335.52,107,1,335.52,2,1,1,211,1
1830,14197.0,1,390.05,390.05,1,390.05,411,1,390.05,1,1,2,112,1
1831,14198.0,9,1569.73,174.41444444444446,9,1569.73,18,9,1569.73,4,4,3,443,0
1832,14199.0,4,1091.7,272.925,4,1091.7,218,4,1091.7,2,3,3,233,1
1833,14200.0,1,379.2,379.2,1,379.2,617,1,379.2,1,1,2,112,1
1834,14201.0,10,1193.54,119.354,10,1193.54,60,10,1193.54,3,4,3,343,0
1835,14202.0,3,847.76,282.58666666666664,3,847.76,381,3,847.76,1,2,2,122,1
1836,14203.0,1,339.34,339.34,1,339.34,397,1,339.34,1,1,1,111,1
1837,14204.0,4,1062.96,265.74,4,1062.96,2,4,1062.96,4,3,3,433,0
1838,14205.0,9,2414.2,268.2444444444444,9,2414.2,17,9,2414.2,4,4,4,444,0
1839,14206.0,3,1185.01,395.00333333333333,3,1185.01,239,3,1185.01,2,2,3,223,1
1840,14207.0,1,157.8,157.8,1,157.8,688,1,157.8,1,1,1,111,1
1841,14208.0,2,567.05,283.525,2,567.05,95,2,567.05,3,2,2,322,1
1842,14209.0,15,4993.27,332.8846666666667,15,4993.27,11,15,4993.27,4,4,4,444,0
1843,14210.0,16,5861.52,366.345,16,5861.52,106,16,5861.52,2,4,4,244,1
1844,14211.0,18,4402.29,244.57166666666666,18,4402.29,53,18,4402.29,3,4,4,344,0
1845,14212.0,2,2190.14,1095.07,2,2190.14,90,2,2190.14,3,2,3,323,0
1846,14213.0,1,1192.2,1192.2,1,1192.2,405,1,1192.2,1,1,3,113,1
1847,14214.0,5,1004.38,200.876,5,1004.38,31,5,1004.38,3,3,3,333,0
1848,14215.0,9,3416.33,379.59222222222223,9,3416.33,12,9,3416.33,4,4,4,444,0
1849,14216.0,5,2150.04,430.008,5,2150.04,3,5,2150.04,4,3,3,433,0
1850,14217.0,23,3416.89,148.5604347826087,23,3416.89,2,23,3416.89,4,4,4,444,0
1851,14218.0,1,169.48000000000002,169.48000000000002,1,169.48000000000002,43,1,169.48000000000002,3,1,1,311,0
1852,14219.0,3,633.83,211.27666666666667,3,633.83,4,3,633.83,4,2,2,422,0
1853,14220.0,4,1515.0,378.75,4,1515.0,247,4,1515.0,2,3,3,233,1
1854,14221.0,17,6517.49,383.38176470588235,17,6517.49,42,17,6517.49,3,4,4,344,0
1855,14222.0,1,683.17,683.17,1,683.17,177,1,683.17,2,1,2,212,1
1856,14223.0,3,991.13,330.37666666666667,3,991.13,92,3,991.13,3,2,3,323,1
1857,14224.0,9,1897.9,210.8777777777778,9,1897.9,110,9,1897.9,2,4,3,243,1
1858,14225.0,4,2037.02,509.255,4,2037.02,435,4,2037.02,1,3,3,133,1
1859,14226.0,6,3002.53,500.4216666666667,6,3002.53,29,6,3002.53,3,3,4,334,0
1860,14227.0,15,6368.71,424.5806666666667,15,6368.71,26,15,6368.71,4,4,4,444,0
1861,14228.0,3,745.5,248.5,3,745.5,438,3,745.5,1,2,2,122,1
1862,14229.0,7,2594.04,370.57714285714286,7,2594.04,52,7,2594.04,3,4,4,344,0
1863,14230.0,3,979.8000000000001,326.6,3,979.8000000000001,436,3,979.8000000000001,1,2,3,123,1
1864,14231.0,4,1235.6200000000001,308.90500000000003,4,1235.6200000000001,184,4,1235.6200000000001,2,3,3,233,1
1865,14232.0,5,2048.07,409.61400000000003,5,2048.07,43,5,2048.07,3,3,3,333,0
1866,14233.0,7,2904.27,414.8957142857143,7,2904.27,49,7,2904.27,3,4,4,344,0
1867,14234.0,4,775.46,193.865,4,775.46,22,4,775.46,4,3,2,432,0
1868,14235.0,9,4717.99,524.2211111111111,9,4717.99,75,9,4717.99,3,4,4,344,0
1869,14236.0,5,1744.64,348.928,5,1744.6399999999999,81,5,1744.64,3,3,3,333,0
1870,14237.0,2,632.14,316.07,2,632.14,373,2,632.14,2,2,2,222,1
1871,14238.0,3,434.23,144.74333333333334,3,434.23,326,3,434.23,2,2,2,222,1
1872,14239.0,21,4263.17,203.00809523809525,21,4263.17,43,21,4263.17,3,4,4,344,0
1873,14240.0,3,1247.49,415.83,3,1247.49,30,3,1247.49,3,2,3,323,0
1874,14241.0,2,333.7,166.85,2,333.7,184,2,333.7,2,2,1,221,1
1875,14242.0,2,280.55,140.275,2,280.55,235,2,280.55,2,2,1,221,1
1876,14243.0,17,7431.05,437.1205882352941,17,7431.05,9,17,7431.05,4,4,4,444,0
1877,14244.0,1,366.41999999999996,366.41999999999996,1,366.41999999999996,661,1,366.41999999999996,1,1,2,112,1
1878,14245.0,2,1693.45,846.725,2,1693.45,220,2,1693.45,2,2,3,223,1
1879,14246.0,3,1474.06,491.3533333333333,3,1474.06,111,3,1474.06,2,2,3,223,1
1880,14247.0,5,772.66,154.53199999999998,5,772.6599999999999,278,5,772.66,2,3,2,232,1
1881,14248.0,3,1032.95,344.31666666666666,3,1032.95,318,3,1032.95,2,2,3,223,1
1882,14249.0,12,5625.461,468.7884166666667,12,5625.461,411,12,5625.461,1,4,4,144,1
1883,14250.0,3,1904.05,634.6833333333333,3,1904.0499999999997,7,3,1904.05,4,2,3,423,0
1884,14251.0,5,2879.7000000000003,575.94,5,2879.7000000000003,2,5,2879.7000000000003,4,3,4,434,0
1885,14252.0,1,350.99,350.99,1,350.99,381,1,350.99,1,1,2,112,1
1886,14253.0,2,363.40000000000003,181.70000000000002,2,363.40000000000003,493,2,363.40000000000003,1,2,2,122,1
1887,14254.0,1,601.03,601.03,1,601.03,433,1,601.03,1,1,2,112,1
1888,14255.0,1,1000.63,1000.63,1,1000.63,546,1,1000.63,1,1,3,113,1
1889,14256.0,5,2473.9900000000002,494.79800000000006,5,2473.9900000000002,260,5,2473.9900000000002,2,3,4,234,1
1890,14257.0,9,5954.45,661.6055555555555,9,5954.45,64,9,5954.45,3,4,4,344,0
1891,14258.0,25,32051.34,1282.0536,25,32051.34,9,25,32051.34,4,4,4,444,0
1892,14259.0,1,120.0,120.0,1,120.0,142,1,120.0,2,1,1,211,1
1893,14260.0,3,824.28,274.76,3,824.28,471,3,824.28,1,2,2,122,1
1894,14261.0,2,1163.45,581.725,2,1163.45,51,2,1163.45,3,2,3,323,0
1895,14262.0,8,2618.23,327.27875,8,2618.23,8,8,2618.23,4,4,4,444,0
1896,14263.0,1,322.93,322.93,1,322.93,423,1,322.93,1,1,1,111,1
1897,14264.0,6,1517.3600000000001,252.89333333333335,6,1517.3600000000001,155,6,1517.3600000000001,2,3,3,233,1
1898,14265.0,4,1373.35,343.3375,4,1373.35,109,4,1373.35,2,3,3,233,1
1899,14266.0,1,40.56,40.56,1,40.56,428,1,40.56,1,1,1,111,1
1900,14267.0,3,1516.24,505.41333333333336,3,1516.24,163,3,1516.24,2,2,3,223,1
1901,14268.0,1,354.85,354.85,1,354.85,471,1,354.85,1,1,2,112,1
1902,14269.0,1,295.73,295.73,1,295.73,439,1,295.73,1,1,1,111,1
1903,14270.0,1,492.65000000000003,492.65000000000003,1,492.65000000000003,332,1,492.65000000000003,2,1,2,212,1
1904,14271.0,2,219.13,109.565,2,219.13,226,2,219.13,2,2,1,221,1
1905,14272.0,4,920.81,230.2025,4,920.81,74,4,920.81,3,3,3,333,0
1906,14273.0,4,559.97,139.9925,4,559.97,51,4,559.97,3,3,2,332,0
1907,14274.0,1,256.6,256.6,1,256.6,686,1,256.6,1,1,1,111,1
1908,14275.0,6,1189.3799999999999,198.23,6,1189.3799999999999,396,6,1189.3799999999999,1,3,3,133,1
1909,14276.0,7,2102.68,300.3828571428571,7,2102.68,99,7,2102.68,2,4,3,243,1
1910,14277.0,9,17225.81,1913.978888888889,9,17225.81,15,9,17225.81,4,4,4,444,0
1911,14278.0,1,205.83,205.83,1,205.83,410,1,205.83,1,1,1,111,1
1912,14279.0,2,191.86,95.93,2,191.86,521,2,191.86,1,2,1,121,1
1913,14280.0,1,134.04,134.04,1,134.04,197,1,134.04,2,1,1,211,1
1914,14281.0,1,245.15,245.15,1,245.15,408,1,245.15,1,1,1,111,1
1915,14282.0,25,7849.66,313.9864,25,7849.66,3,25,7849.66,4,4,4,444,0
1916,14283.0,4,628.44,157.11,4,628.44,463,4,628.44,1,3,2,132,1
1917,14284.0,3,1299.65,433.2166666666667,3,1299.65,31,3,1299.65,3,2,3,323,0
1918,14285.0,8,3284.42,410.5525,8,3284.42,21,8,3284.42,4,4,4,444,0
1919,14286.0,7,8479.76,1211.3942857142858,7,8479.76,24,7,8479.76,4,4,4,444,0
1920,14287.0,3,176.63,58.876666666666665,3,176.63,8,3,176.63,4,2,1,421,0
1921,14288.0,1,426.6,426.6,1,426.6,213,1,426.6,2,1,2,212,1
1922,14289.0,6,911.26,151.87666666666667,6,911.26,9,6,911.26,4,3,3,433,0
1923,14290.0,8,4516.56,564.57,8,4516.56,11,8,4516.56,4,4,4,444,0
1924,14291.0,23,7904.1,343.6565217391304,23,7904.099999999999,2,23,7904.1,4,4,4,444,0
1925,14292.0,16,9226.25,576.640625,16,9226.25,8,16,9226.25,4,4,4,444,0
1926,14293.0,9,3267.9300000000003,363.10333333333335,9,3267.9300000000003,3,9,3267.9300000000003,4,4,4,444,0
1927,14294.0,1,375.34000000000003,375.34000000000003,1,375.34000000000003,407,1,375.34000000000003,1,1,2,112,1
1928,14295.0,5,2362.91,472.582,5,2362.91,40,5,2362.91,3,3,4,334,0
1929,14296.0,2,456.4,228.2,2,456.4,421,2,456.4,1,2,2,122,1
1930,14297.0,4,1305.33,326.3325,4,1305.33,18,4,1305.33,4,3,3,433,0
1931,14298.0,82,91194.49,1112.1279268292683,82,91194.49,8,82,91194.49,4,4,4,444,0
1932,14299.0,27,14499.49,537.0181481481482,27,14499.49,8,27,14499.49,4,4,4,444,0
1933,14300.0,1,43.2,43.2,1,43.2,19,1,43.2,4,1,1,411,0
1934,14301.0,4,1992.18,498.045,4,1992.18,117,4,1992.18,2,3,3,233,1
1935,14302.0,3,742.9000000000001,247.63333333333335,3,742.9000000000001,431,3,742.9000000000001,1,2,2,122,1
1936,14303.0,2,277.94,138.97,2,277.94,407,2,277.94,1,2,1,121,1
1937,14304.0,3,1725.01,575.0033333333333,3,1725.01,223,3,1725.01,2,2,3,223,1
1938,14305.0,3,1858.96,619.6533333333333,3,1858.96,71,3,1858.96,3,2,3,323,0
1939,14306.0,6,3151.4,525.2333333333333,6,3151.4,51,6,3151.4,3,3,4,334,0
1940,14307.0,10,5071.03,507.10299999999995,10,5071.03,89,10,5071.03,3,4,4,344,0
1941,14308.0,2,1147.02,573.51,2,1147.02,549,2,1147.02,1,2,3,123,1
1942,14309.0,11,3780.81,343.71,11,3780.81,8,11,3780.81,4,4,4,444,0
1943,14310.0,1,492.1,492.1,1,492.1,433,1,492.1,1,1,2,112,1
1944,14311.0,2,516.45,258.225,2,516.45,243,2,516.45,2,2,2,222,1
1945,14312.0,11,3090.29,280.93545454545455,11,3090.29,47,11,3090.29,3,4,4,344,0
1946,14314.0,2,229.79999999999998,114.89999999999999,2,229.79999999999998,107,2,229.79999999999998,2,2,1,221,1
1947,14315.0,8,3197.82,399.7275,8,3197.82,45,8,3197.82,3,4,4,344,0
1948,14316.0,5,1370.34,274.068,5,1370.34,422,5,1370.34,1,3,3,133,1
1949,14317.0,1,508.58,508.58,1,508.58,65,1,508.58,3,1,2,312,0
1950,14318.0,1,158.02,158.02,1,158.02,460,1,158.02,1,1,1,111,1
1951,14319.0,1,494.85,494.85,1,494.85,424,1,494.85,1,1,2,112,1
1952,14320.0,5,1346.75,269.35,5,1346.75,207,5,1346.75,2,3,3,233,1
1953,14321.0,7,2218.06,316.86571428571426,7,2218.06,11,7,2218.06,4,4,3,443,0
1954,14322.0,4,474.1,118.525,4,474.1,429,4,474.1,1,3,2,132,1
1955,14323.0,2,605.0600000000001,302.53000000000003,2,605.0600000000001,115,2,605.0600000000001,2,2,2,222,1
1956,14324.0,2,701.61,350.805,2,701.61,410,2,701.61,1,2,2,122,1
1957,14325.0,1,245.48000000000002,245.48000000000002,1,245.48000000000002,570,1,245.48000000000002,1,1,1,111,1
1958,14326.0,3,940.98,313.66,3,940.98,242,3,940.98,2,2,3,223,1
1959,14327.0,6,1894.93,315.82166666666666,6,1894.9299999999998,163,6,1894.93,2,3,3,233,1
1960,14328.0,1,445.05,445.05,1,445.05,438,1,445.05,1,1,2,112,1
1961,14329.0,15,9927.22,661.8146666666667,15,9927.22,17,15,9927.22,4,4,4,444,0
1962,14330.0,1,200.63,200.63,1,200.63,624,1,200.63,1,1,1,111,1
1963,14331.0,2,462.66,231.33,2,462.66,124,2,462.66,2,2,2,222,1
1964,14332.0,5,1943.51,388.702,5,1943.51,23,5,1943.51,4,3,3,433,0
1965,14333.0,1,415.2,415.2,1,415.2,68,1,415.2,3,1,2,312,0
1966,14334.0,12,4318.4800000000005,359.8733333333334,12,4318.4800000000005,17,12,4318.4800000000005,4,4,4,444,0
1967,14335.0,2,468.26,234.13,2,468.26,16,2,468.26,4,2,2,422,0
1968,14336.0,4,1614.91,403.7275,4,1614.91,17,4,1614.91,4,3,3,433,0
1969,14338.0,3,928.1,309.3666666666667,3,928.1,161,3,928.1,2,2,3,223,1
1970,14339.0,2,620.27,310.135,2,620.27,243,2,620.27,2,2,2,222,1
1971,14340.0,1,134.7,134.7,1,134.7,219,1,134.7,2,1,1,211,1
1972,14341.0,18,4467.32,248.18444444444444,18,4467.32,45,18,4467.32,3,4,4,344,0
1973,14342.0,6,918.44,153.07333333333335,6,918.44,21,6,918.44,4,3,3,433,0
1974,14343.0,4,1088.91,272.2275,4,1088.91,421,4,1088.91,1,3,3,133,1
1975,14344.0,20,3333.7000000000003,166.685,20,3333.7,127,20,3333.7000000000003,2,4,4,244,1
1976,14345.0,1,108.98,108.98,1,108.98,39,1,108.98,3,1,1,311,0
1977,14346.0,5,2315.75,463.15,5,2315.75,121,5,2315.75,2,3,4,234,1
1978,14347.0,1,82.60000000000001,82.60000000000001,1,82.60000000000001,737,1,82.60000000000001,1,1,1,111,1
1979,14348.0,1,409.57,409.57,1,409.57,260,1,409.57,2,1,2,212,1
1980,14349.0,1,133.5,133.5,1,133.5,10,1,133.5,4,1,1,411,0
1981,14350.0,3,972.03,324.01,3,972.03,274,3,972.03,2,2,3,223,1
1982,14351.0,1,51.0,51.0,1,51.0,165,1,51.0,2,1,1,211,1
1983,14352.0,4,1078.96,269.74,4,1078.96,157,4,1078.96,2,3,3,233,1
1984,14353.0,3,376.5,125.5,3,376.5,215,3,376.5,2,2,2,222,1
1985,14354.0,2,163.62,81.81,2,163.62,6,2,163.62,4,2,1,421,0
1986,14355.0,3,1014.45,338.15000000000003,3,1014.45,366,3,1014.45,2,2,3,223,1
1987,14356.0,2,701.23,350.615,2,701.23,80,2,701.23,3,2,2,322,0
1988,14357.0,1,225.77,225.77,1,225.77,43,1,225.77,3,1,1,311,0
1989,14358.0,2,400.06,200.03,2,400.06,389,2,400.06,1,2,2,122,1
1990,14359.0,3,912.1800000000001,304.06,3,912.1800000000001,19,3,912.1800000000001,4,2,3,423,0
1991,14360.0,4,2128.23,532.0575,4,2128.23,32,4,2128.23,3,3,3,333,0
1992,14361.0,1,214.71,214.71,1,214.71,579,1,214.71,1,1,1,111,1
1993,14362.0,1,161.2,161.2,1,161.2,22,1,161.2,4,1,1,411,0
1994,14363.0,2,227.47000000000003,113.73500000000001,2,227.47000000000003,402,2,227.47000000000003,1,2,1,121,1
